,Split,Fold,0
0,0,0,1.920767617821428
1,1,0,15215.90009340059
2,2,0,13.55560963001477
3,3,0,70.14005945855925
4,4,0,2.986210045449205
5,5,0,2.697731575265681
6,6,0,1.3349519500142881
7,7,0,1.5936179385496545
