,Split,Fold,0,1
0,0,0,1.2027410384768864,3.3733067375629298
1,1,0,215.8150283332062,339485.84252090694
2,2,0,5.87048266332418,5.661868078426282
3,3,0,7.851045731607174,24.24018321657539
4,4,0,1.2264758731554792,3.6144923201351427
5,5,0,1.1457304675745452,88.15683091735713
6,6,0,0.9911124865855441,4.260073104871996
7,7,0,0.4310305041779689,1.2000590028208613
