,Split,Fold,0,1,2,3,4
0,0,0,0.997637170717166,0.00012067176371456248,2.3156232847926158e-05,5.993586558533587e-16,5.993586558533587e-16
1,1,0,0.9999999999999996,2.220788806777923e-15,2.220788806777923e-15,2.220788806777923e-15,2.220788806777923e-15
2,2,0,0.8493287445491071,0.09181737511469333,0.00035521041937163704,0.012843002141431257,2.0353851622424374e-08
3,3,0,0.9958494741166388,0.00039210952347088987,0.0005532520486460158,1.3552136104774674e-07,9.942610117096687e-06
4,4,0,0.9805862648619008,0.006562606524504415,0.00013123897714347458,1.0969051632504682e-15,6.327003987566329e-11
5,5,0,0.9996848837357594,6.486288861639195e-05,3.0102500986658476e-17,3.0102500986658476e-17,3.0102500986658476e-17
6,6,0,0.9816410516539124,0.00029116826687902166,0.001654046674903632,-1.9401153130088477e-15,-1.9401153130088477e-15
7,7,0,0.8942340671094131,0.010607196390828513,0.017007822386705444,0.030361568881690507,-1.1644317686440693e-15
