,Input,Input,Input,Input,Input,Output
,Flue gas (kg/s),CO2 in flue gas (wt%),Solvent rate (kg/s),Solvent concentration (wt%),Lean loading (mol CO2/mol MEA),CO2 from absorber (kg/s)
0,400.0,6.93,885.2,30,0.28,0.19034256600000002
1,444.44444400000003,6.93,885.2,30,0.28,0.318242373
2,488.88888899999995,6.93,885.2,30,0.28,0.48455392700000005
3,488.88888899999995,6.93,885.2,30,0.28,0.484537263
4,533.333333,6.93,885.2,30,0.28,0.740380246
5,577.777778,6.93,885.2,30,0.28,1.26937337
6,622.222222,6.93,885.2,30,0.28,2.61151537
7,666.666667,6.93,885.2,30,0.28,4.93659887
8,711.111111,6.93,885.2,30,0.28,7.69884262
9,755.5555559999999,6.93,885.2,30,0.28,10.6063666
10,800.0,6.93,885.2,30,0.28,13.5602353
11,660.54,3.7417800000000003,885.2,30,0.28,0.4413857
12,660.54,4.35553,885.2,30,0.28,0.5592661
13,660.54,4.96652,885.2,30,0.28,0.7290551
14,660.54,5.5747599999999995,885.2,30,0.28,1.031183
15,660.54,6.18026,885.2,30,0.28,1.812345
16,660.54,6.78305,885.2,30,0.28,3.884271
17,660.54,7.383139999999999,885.2,30,0.28,6.926102
18,660.54,7.9805600000000005,885.2,30,0.28,10.28513
19,660.54,8.57532,885.2,30,0.28,13.759910000000001
20,660.54,9.16743,885.2,30,0.28,17.28696
21,660.54,6.93,600.0,30,0.28,17.159535199999997
22,660.54,6.93,644.4444440000001,30,0.28,15.101849
23,660.54,6.93,688.888889,30,0.28,13.0517851
24,660.54,6.93,733.333333,30,0.28,11.0183951
25,660.54,6.93,777.777778,30,0.28,9.0183719
26,660.54,6.93,822.222222,30,0.28,7.08291604
27,660.54,6.93,866.666667,30,0.28,5.27255084
28,660.54,6.93,885.200157,30,0.28,4.57938528
29,660.54,6.93,911.1111109999999,30,0.28,3.70225091
30,660.54,6.93,955.555556,30,0.28,2.5385659
31,660.54,6.93,1000.0,30,0.28,1.84053349
32,660.54,6.93,885.2,12,0.28,28.37932
33,660.54,6.93,885.2,15,0.28,24.25066
34,660.54,6.93,885.2,18,0.28,20.140620000000002
35,660.54,6.93,885.2,21,0.28,16.06529
36,660.54,6.93,885.2,24,0.28,12.05282
37,660.54,6.93,885.2,27,0.28,8.163089
38,660.54,6.93,885.2,30,0.28,4.579349
39,660.54,6.93,885.2,33,0.28,2.01221
40,660.54,6.93,885.2,36,0.28,1.089281
41,660.54,6.93,885.2,39,0.28,0.7825359000000001
42,660.54,6.93,885.2,30,0.23,0.6529971
43,660.54,6.93,885.2,30,0.24,0.8751293
44,660.54,6.93,885.2,30,0.25,1.262904
45,660.54,6.93,885.2,30,0.26,1.973438
46,660.54,6.93,885.2,30,0.27,3.111525
47,660.54,6.93,885.2,30,0.28,4.579349
48,660.54,6.93,885.2,30,0.29,6.232006
49,660.54,6.93,885.2,30,0.3,7.984356
50,660.54,6.93,885.2,30,0.31,9.794272
51,660.54,6.93,885.2,30,0.32,11.640310000000001
